번호,지연일자,노선,지연시간대,최대지연시간
1,2023-09-01,2호선 (외선),첫차~09시,10분
2,2023-09-01,2호선 (내선),첫차~09시,5분
3,2023-09-01,1호선 (하행선),첫차~09시,15분
4,2023-09-01,1호선 (상행선),첫차~09시,15분
5,2023-09-01,4호선 (하행선),첫차~09시,10분
6,2023-09-01,4호선 (상행선),09시~18시,10분
7,2023-09-01,3호선 (하행선),첫차~09시,10분
8,2023-09-01,3호선 (상행선),첫차~09시,10분
9,2023-09-04,3호선 (하행선),첫차~09시,10분
10,2023-09-04,4호선 (상행선),첫차~09시,10분
11,2023-09-04,4호선 (하행선),첫차~09시,5분
12,2023-09-04,3호선 (상행선),첫차~09시,5분
13,2023-09-05,2호선 (외선),첫차~09시,10분
14,2023-09-05,2호선 (내선),첫차~09시,5분
15,2023-09-05,3호선 (하행선),첫차~09시,10분
16,2023-09-05,3호선 (상행선),첫차~09시,5분
17,2023-09-05,4호선 (하행선),첫차~09시,10분
18,2023-09-05,4호선 (상행선),첫차~09시,10분
19,2023-09-05,1호선 (상행선),첫차~09시,10분
20,2023-09-05,1호선 (하행선),첫차~09시,20분
21,2023-09-05,5호선 (마천행),첫차~09시,10분
22,2023-09-06,1호선 (상행선),첫차~09시,5분
23,2023-09-06,2호선 (외선),첫차~09시,10분
24,2023-09-06,1호선 (하행선),첫차~09시,5분
25,2023-09-06,4호선 (하행선),첫차~09시,10분
26,2023-09-06,4호선 (상행선),첫차~09시,10분
27,2023-09-06,3호선 (하행선),첫차~09시,10분
28,2023-09-06,3호선 (상행선),첫차~09시,10분
29,2023-09-05,2호선 (내선),09시~18시,5분
30,2023-09-05,2호선 (외선),09시~18시,5분
31,2023-09-07,2호선 (내선),첫차~09시,5분
32,2023-09-07,2호선 (외선),첫차~09시,5분
33,2023-09-08,7호선 (부천구청행),첫차~09시,10분
34,2023-09-08,1호선 (하행선),첫차~09시,10분
35,2023-09-08,1호선 (상행선),첫차~09시,15분
36,2023-09-08,2호선 (외선),첫차~09시,10분
37,2023-09-08,3호선 (상행선),첫차~09시,10분
38,2023-09-08,3호선 (하행선),첫차~09시,10분
39,2023-09-08,4호선 (상행선),첫차~09시,10분
40,2023-09-08,4호선 (하행선),첫차~09시,15분
41,2023-09-09,1호선 (하행선),첫차~09시,10분
42,2023-09-09,1호선 (상행선),첫차~09시,15분
43,2023-09-09,2호선 (내선),09시~18시,5분
44,2023-09-09,3호선 (상행선),첫차~09시,5분
45,2023-09-09,4호선 (하행선),첫차~09시,5분
46,2023-09-09,4호선 (상행선),첫차~09시,5분
47,2023-09-09,3호선 (하행선),첫차~09시,5분
48,2023-09-11,3호선 (상행선),첫차~09시,5분
49,2023-09-11,3호선 (하행선),첫차~09시,10분
50,2023-09-11,4호선 (하행선),첫차~09시,10분
51,2023-09-11,4호선 (상행선),첫차~09시,10분
52,2023-09-11,2호선 (내선),첫차~09시,20분
53,2023-09-11,2호선 (외선),첫차~09시,20분
54,2023-09-11,1호선 (하행선),첫차~09시,5분
55,2023-09-11,1호선 (상행선),첫차~09시,10분
56,2023-09-11,6호선 (응암순환행),첫차~09시,10분
57,2023-09-11,6호선 (봉화산행),09시~18시,10분
58,2023-09-11,6호선 (봉화산행),첫차~09시,10분
59,2023-09-12,3호선 (하행선),첫차~09시,10분
60,2023-09-12,4호선 (상행선),첫차~09시,10분
61,2023-09-12,4호선 (하행선),첫차~09시,10분
62,2023-09-12,3호선 (상행선),첫차~09시,10분
63,2023-09-12,2호선 (외선),첫차~09시,15분
64,2023-09-12,2호선 (내선),첫차~09시,5분
65,2023-09-12,1호선 (하행선),첫차~09시,10분
66,2023-09-12,1호선 (상행선),첫차~09시,10분
67,2023-09-12,7호선 (부천구청행),첫차~09시,5분
68,2023-09-13,2호선 (내선),첫차~09시,5분
69,2023-09-13,2호선 (외선),첫차~09시,10분
70,2023-09-13,3호선 (상행선),첫차~09시,10분
71,2023-09-13,4호선 (하행선),첫차~09시,10분
72,2023-09-13,4호선 (상행선),첫차~09시,10분
73,2023-09-13,3호선 (하행선),첫차~09시,10분
74,2023-09-13,2호선 (외선),09시~18시,30분 이상
75,2023-09-08,2호선 (외선),09시~18시,10분
76,2023-09-14,4호선 (하행선),첫차~09시,15분
77,2023-09-14,4호선 (상행선),첫차~09시,15분
78,2023-09-14,3호선 (하행선),첫차~09시,15분
79,2023-09-14,3호선 (상행선),첫차~09시,20분
80,2023-09-15,2호선 (외선),첫차~09시,10분
81,2023-09-15,2호선 (내선),첫차~09시,10분
82,2023-09-15,1호선 (하행선),첫차~09시,10분
83,2023-09-15,1호선 (상행선),첫차~09시,20분
84,2023-09-14,1호선 (하행선),09시~18시,20분
85,2023-09-14,1호선 (상행선),09시~18시,20분
86,2023-09-14,3호선 (상행선),09시~18시,10분
87,2023-09-14,4호선 (상행선),09시~18시,10분
88,2023-09-14,3호선 (하행선),09시~18시,15분
89,2023-09-15,3호선 (상행선),첫차~09시,15분
90,2023-09-14,4호선 (하행선),09시~18시,10분
91,2023-09-15,4호선 (상행선),첫차~09시,25분
92,2023-09-15,3호선 (하행선),첫차~09시,10분
93,2023-09-15,4호선 (하행선),첫차~09시,20분
94,2023-09-15,2호선 (내선),09시~18시,10분
95,2023-09-18,5호선 (방화행),첫차~09시,10분
96,2023-09-18,2호선 (내선),첫차~09시,5분
97,2023-09-18,2호선 (외선),첫차~09시,10분
98,2023-09-18,1호선 (하행선),첫차~09시,10분
99,2023-09-18,1호선 (상행선),첫차~09시,15분
100,2023-09-18,3호선 (하행선),첫차~09시,15분
101,2023-09-18,3호선 (상행선),첫차~09시,15분
102,2023-09-18,4호선 (하행선),첫차~09시,10분
103,2023-09-18,4호선 (상행선),첫차~09시,10분
104,2023-09-17,4호선 (하행선),첫차~09시,5분
105,2023-09-16,3호선 (상행선),첫차~09시,5분
106,2023-09-19,3호선 (상행선),첫차~09시,15분
107,2023-09-19,3호선 (하행선),첫차~09시,15분
108,2023-09-19,4호선 (하행선),첫차~09시,5분
109,2023-09-19,4호선 (상행선),첫차~09시,5분
110,2023-09-19,2호선 (외선),첫차~09시,10분
111,2023-09-19,2호선 (내선),첫차~09시,5분
112,2023-09-19,2호선 (내선),09시~18시,15분
113,2023-09-19,2호선 (외선),09시~18시,20분
114,2023-09-20,2호선 (외선),첫차~09시,10분
115,2023-09-20,1호선 (하행선),첫차~09시,10분
116,2023-09-20,1호선 (상행선),첫차~09시,10분
117,2023-09-20,2호선 (내선),첫차~09시,10분
118,2023-09-21,5호선 (방화행),첫차~09시,10분
119,2023-09-21,5호선 (마천행),첫차~09시,10분
120,2023-09-21,5호선 (상일동행),첫차~09시,10분
121,2023-09-21,1호선 (하행선),첫차~09시,10분
122,2023-09-21,1호선 (상행선),첫차~09시,5분
123,2023-09-21,2호선 (외선),첫차~09시,15분
124,2023-09-21,4호선 (하행선),첫차~09시,10분
125,2023-09-21,4호선 (상행선),첫차~09시,10분
126,2023-09-21,3호선 (하행선),첫차~09시,10분
127,2023-09-21,3호선 (상행선),첫차~09시,10분
128,2023-09-22,2호선 (외선),첫차~09시,10분
129,2023-09-22,1호선 (하행선),첫차~09시,20분
130,2023-09-22,1호선 (상행선),첫차~09시,10분
131,2023-09-22,4호선 (하행선),첫차~09시,15분
132,2023-09-22,4호선 (상행선),첫차~09시,15분
133,2023-09-22,3호선 (하행선),첫차~09시,10분
134,2023-09-22,3호선 (상행선),첫차~09시,15분
135,2023-09-23,3호선 (하행선),첫차~09시,5분
136,2023-09-23,3호선 (상행선),첫차~09시,10분
137,2023-09-23,4호선 (하행선),첫차~09시,10분
138,2023-09-23,4호선 (상행선),첫차~09시,10분
139,2023-09-23,2호선 (외선),18시~막차,30분 이상
140,2023-09-23,2호선 (내선),18시~막차,30분 이상
141,2023-09-25,2호선 (외선),첫차~09시,10분
142,2023-09-25,2호선 (내선),첫차~09시,10분
143,2023-09-25,1호선 (하행선),첫차~09시,10분
